PlayerName,SeasonStartYear,PPG,REB,AST,STL,BLK,TOV,TS%,PerformanceMetric,InflationAdjSalary,Team,Age,position
Chris Johnson,2011,2.36,2.29,0.21,0.21,0.64,0.71,0.55,9.49,1000552,TOT,25,C
Donta Hall,2020,1.5,3.75,0.5,0.25,0.25,0.5,0.45,9.49,432490,DET,22,PF
Damien Wilkins,2012,3.22,1.67,0.73,0.48,0.22,0.5,0.45,9.47,1579399,DET,32,SF
James Young,2015,3.39,1.35,0.42,0.26,0.06,0.16,0.46,9.44,2172733,BOS,19,SG
Greg Smith,2015,1.9,1.88,0.21,0.17,0.26,0.26,0.6,9.44,244747,DAL,24,PF
Ray McCallum,2016,3.34,1.15,1.46,0.29,0.17,0.59,0.45,9.42,146906,TOT,24,PG
Rashad Vaughn,2017,3.46,1.2,0.56,0.46,0.24,0.34,0.45,9.41,2828962,MIL,20,SG
Daniel Orton,2013,2.54,2.0,0.31,0.31,0.23,0.31,0.49,9.4,468660,OKC,22,C
Jordan Adams,2016,3.5,1.0,1.5,1.5,0.0,1.0,0.43,9.39,1801190,MEM,21,SG
Nick Collison,2016,2.08,2.9,0.88,0.25,0.27,0.85,0.5,9.35,4610304,OKC,35,PF
JaMychal Green,2015,2.58,1.88,0.17,0.21,0.21,0.58,0.6,9.35,1049289,TOT,24,PF
Jeff Teague,2010,3.21,0.94,1.72,0.48,0.15,0.7,0.46,9.35,2007679,ATL,21,PG
Earl Clark,2012,2.73,2.76,0.4,0.27,0.71,0.56,0.41,9.33,1601136,ORL,24,PF
Norvel Pelle,2021,1.22,1.22,0.11,0.11,0.67,0.0,0.7,9.31,209242,NYK,27,C
Terrel Harris,2012,3.64,2.32,1.18,0.41,0.09,1.14,0.43,9.3,393670,MIA,24,SG
Ryan Anderson,2020,2.5,3.5,1.0,0.5,0.0,0.5,0.36,9.29,5993624,HOU,31,C
Earl Clark,2014,2.56,1.78,0.22,0.11,0.67,0.11,0.45,9.26,155530,NYK,26,PF
Jeff Adrien,2011,2.48,2.52,0.43,0.17,0.22,0.39,0.46,9.22,354996,GSW,24,PF
Romeo Langford,2021,3.11,1.94,0.72,0.33,0.28,0.56,0.44,9.2,4149025,BOS,21,SG
Miles Plumlee,2017,2.51,2.11,0.47,0.4,0.29,0.67,0.52,9.2,14999719,TOT,28,C
Andrew Goudelock,2012,4.38,0.78,0.5,0.1,0.0,0.53,0.49,9.18,57892,LAL,23,SG
Matt Thomas,2021,3.58,1.21,0.53,0.11,0.0,0.42,0.5,9.15,1820401,UTA,26,SG
Alonzo Gee,2015,3.4,1.6,0.4,0.47,0.07,0.53,0.47,9.15,1639011,POR,27,SF
DeMarre Carroll,2010,2.94,2.11,0.46,0.39,0.13,0.34,0.43,9.14,1475539,MEM,23,SF
Kyrylo Fesenko,2010,2.61,1.84,0.31,0.12,0.39,0.49,0.53,9.14,1478394,UTA,23,C
Andrew Nicholson,2017,3.0,2.7,0.3,0.5,0.0,0.6,0.43,9.12,3440777,BRK,27,PF
Earl Clark,2011,3.22,1.89,0.44,0.11,0.33,0.22,0.41,9.1,1522761,PHO,23,SF
Semi Ojeleye,2018,2.67,2.21,0.27,0.29,0.05,0.34,0.47,9.1,1620659,BOS,23,PF
Kendall Marshall,2013,2.98,0.88,2.98,0.46,0.08,1.19,0.45,9.1,694853,PHO,21,PG
Jimmer Fredette,2014,4.0,0.88,0.38,0.0,0.0,0.5,0.54,9.1,1178768,CHI,24,SG
Noah Vonleh,2020,1.86,1.14,0.29,0.0,0.0,0.29,0.84,9.09,491625,DEN,24,C
Darius Miller,2013,2.27,1.5,0.85,0.33,0.23,0.44,0.53,9.08,1001059,NOH,22,SF
Ronny Turiaf,2013,1.86,2.34,0.54,0.29,0.54,0.45,0.49,9.07,2030361,LAC,30,C
Brandon Davies,2014,2.82,2.14,0.55,0.47,0.16,0.69,0.48,9.07,161214,PHI,22,PF
Andre Roberson,2014,1.88,2.35,0.38,0.47,0.25,0.47,0.52,9.06,1443220,OKC,22,SG
Von Wafer,2011,3.17,0.84,0.6,0.31,0.09,0.34,0.52,9.06,1303116,BOS,25,SG
Jarrell Brantley,2020,2.67,2.22,1.22,0.33,0.56,0.78,0.42,9.05,586865,UTA,23,PF
Justin Dentmon,2012,4.33,1.33,1.67,0.33,0.0,1.17,0.42,9.05,57892,TOT,26,PG
Jason Smith,2018,3.42,1.61,0.42,0.09,0.39,0.48,0.45,9.04,6408593,WAS,31,C
Hamed Haddadi,2012,2.0,2.03,0.23,0.03,0.74,0.6,0.59,9.02,1678611,MEM,26,C
Malcolm Thomas,2014,2.0,9.0,0.0,0.0,2.0,1.0,0.2,9.02,887541,SAS,25,PF
Alonzo Gee,2011,2.91,2.0,0.45,0.64,0.0,0.73,0.5,9.01,1121578,WAS,23,SG
Grant Riller,2021,2.57,0.14,0.43,0.14,0.0,0.14,0.75,9.0,176879,CHO,23,PG
Eric Maynor,2014,3.75,1.88,1.5,0.5,0.25,1.5,0.46,8.99,2619100,PHI,26,PG
Adam Mokoka,2020,2.91,0.91,0.36,0.36,0.0,0.18,0.54,8.99,516211,CHI,21,SF
Lance Stephenson,2017,3.5,1.67,0.83,0.0,0.0,0.67,0.48,8.96,5056357,MIN,26,SG
Nick Collison,2017,1.65,1.55,0.6,0.1,0.1,0.2,0.62,8.96,2816865,OKC,36,PF
DeAndre Liggins,2017,2.45,1.74,0.87,0.76,0.23,0.68,0.48,8.94,1821669,TOT,28,SG
Guerschon Yabusele,2018,2.39,1.58,0.48,0.12,0.15,0.36,0.56,8.94,3136800,BOS,22,PF
Devin Ebanks,2011,3.1,1.35,0.1,0.2,0.25,0.3,0.51,8.93,1000552,LAL,21,SG
Toney Douglas,2014,3.67,1.08,0.79,0.25,0.08,0.67,0.49,8.93,334390,GSW,27,PG
Malik Beasley,2018,3.16,1.15,0.5,0.24,0.11,0.39,0.51,8.93,2085838,DEN,21,SG
DeShawn Stevenson,2012,2.9,1.98,0.8,0.37,0.08,0.37,0.41,8.91,2892956,NJN,30,SF
Malachi Richardson,2018,3.48,1.32,0.52,0.4,0.04,0.4,0.45,8.84,1845392,SAC,22,SG
Gary Payton II,2017,3.33,2.0,2.17,0.5,0.67,1.67,0.41,8.82,186890,MIL,24,PG
Rasual Butler,2014,2.72,0.82,0.34,0.14,0.18,0.22,0.59,8.8,1800780,IND,34,SG
Tyler Ennis,2015,3.96,1.12,2.36,0.72,0.12,1.36,0.4,8.79,2064111,MIL,20,PG
Justin Hamilton,2014,3.25,0.88,0.0,0.63,0.0,0.5,0.59,8.78,1015059,TOT,23,C
Tracy McGrady,2010,3.17,0.83,1.0,0.0,0.33,0.17,0.44,8.78,1838213,HOU,30,SG
Nolan Smith,2012,3.8,1.27,1.41,0.41,0.07,0.95,0.43,8.76,1814139,POR,23,PG
Kevon Looney,2016,1.8,2.0,0.0,0.0,0.0,0.2,0.64,8.74,1454200,GSW,19,PF
Quincy Pondexter,2011,2.85,1.33,0.42,0.26,0.15,0.24,0.48,8.74,1514622,NOH,22,SF
Jordan Crawford,2011,4.19,1.75,0.94,0.19,0.0,0.94,0.42,8.73,1470830,ATL,22,SG
Joey Dorsey,2010,1.57,3.57,0.29,0.29,0.14,0.57,0.46,8.73,1161493,HOU,26,PF
Timofey Mozgov,2011,2.55,1.55,0.0,0.09,0.18,0.27,0.57,8.72,4389617,DEN,24,C
Max Strus,2020,2.5,0.5,0.0,0.0,0.0,0.0,0.73,8.72,743772,CHI,23,SF
Malachi Richardson,2018,3.42,1.31,0.5,0.38,0.04,0.38,0.45,8.72,1845392,TOT,22,SG
Ryan Arcidiacono,2018,2.0,1.04,1.46,0.54,0.0,0.54,0.55,8.71,1586724,CHI,23,PG
Jimmer Fredette,2015,3.56,0.8,1.16,0.3,0.04,0.66,0.48,8.7,776253,NOP,25,PG
Henry Sims,2014,2.2,2.8,0.25,0.25,0.35,0.4,0.43,8.69,1137841,CLE,23,C
Troy Daniels,2015,3.74,0.7,0.47,0.13,0.02,0.43,0.52,8.69,1176209,TOT,23,SG
Quincy Miller,2015,2.83,2.0,0.5,1.0,0.5,0.5,0.37,8.68,62083,SAC,22,PF
Jordan Adams,2015,3.13,0.93,0.53,0.53,0.23,0.47,0.49,8.67,1744057,MEM,20,SG
Brad Miller,2012,2.33,1.27,1.6,0.27,0.13,0.8,0.54,8.67,1094970,MIN,35,C
Marquis Daniels,2012,3.18,1.74,1.24,0.55,0.24,0.74,0.4,8.65,1587262,BOS,31,SG
Amir Coffey,2020,3.22,0.89,0.78,0.28,0.11,0.44,0.49,8.65,665319,LAC,22,SG
Earl Watson,2013,2.0,1.81,3.96,0.83,0.17,1.44,0.37,8.64,1775940,UTA,33,PG
Francisco Elson,2011,2.16,1.85,0.53,0.34,0.23,0.52,0.53,8.64,401420,UTA,34,C
Jerry Stackhouse,2012,3.6,0.77,0.47,0.33,0.1,0.43,0.49,8.63,1745989,ATL,37,SF
Frank Ntilikina,2021,2.7,0.94,0.58,0.55,0.12,0.33,0.51,8.63,1951358,NYK,22,PG
Kosta Koufos,2011,2.72,2.49,0.18,0.21,0.51,0.64,0.45,8.62,2892973,MIN,21,C
Joel Freeland,2013,2.63,2.33,0.25,0.25,0.22,0.37,0.44,8.61,3806928,POR,25,PF
Juwan Howard,2011,2.44,2.14,0.4,0.18,0.07,0.44,0.5,8.61,1775042,MIA,37,PF
Fabricio Oberto,2010,1.46,1.84,0.89,0.19,0.16,0.63,0.65,8.58,1349491,WAS,34,C
Anfernee Simons,2019,3.75,0.65,0.65,0.05,0.0,0.55,0.54,8.57,2486651,POR,19,SG
JaJuan Johnson,2012,3.17,1.61,0.17,0.14,0.39,0.39,0.46,8.57,1446756,BOS,22,PF
Sam Young,2012,3.26,1.77,0.43,0.49,0.17,0.46,0.41,8.56,983044,TOT,26,SF
Josh Huestis,2016,2.8,2.0,0.0,0.2,0.4,0.6,0.51,8.55,1464822,OKC,24,PF
Doron Lamb,2013,3.17,1.21,0.5,0.25,0.0,0.42,0.5,8.54,1001059,ORL,21,SG
Carsen Edwards,2020,3.27,1.27,0.65,0.32,0.11,0.41,0.44,8.54,1744762,BOS,21,SG
Jordan Hamilton,2015,2.71,1.14,0.5,0.14,0.0,0.29,0.54,8.53,148331,LAC,24,SF
Solomon Hill,2018,2.42,3.0,1.83,0.58,0.08,0.75,0.33,8.53,15008415,NOP,26,SF
Rayjon Tucker,2020,3.1,1.0,0.25,0.05,0.05,0.4,0.58,8.52,797398,UTA,22,SG
Chris Johnson,2011,1.5,1.25,0.25,0.0,0.75,0.5,0.77,8.51,1000552,BOS,25,C
DeAndre Liggins,2017,2.36,1.66,0.89,0.74,0.23,0.69,0.47,8.5,1821669,CLE,28,SG
Hasheem Thabeet,2012,1.75,2.1,0.0,0.05,0.5,0.4,0.59,8.46,1142901,TOT,24,C
Aron Baynes,2013,2.69,2.0,0.31,0.06,0.38,0.69,0.52,8.46,1001059,SAS,26,C
James Johnson,2011,3.23,1.85,1.08,0.62,0.69,1.38,0.45,8.44,2406383,CHI,23,SF
Marshall Plumlee,2017,1.9,2.43,0.48,0.19,0.19,0.57,0.52,8.44,93445,NYK,24,C
Jahmi'us Ramsey,2021,3.08,0.77,0.46,0.31,0.08,0.23,0.5,8.42,1655506,SAC,19,SG
Raul Neto,2017,2.5,0.75,0.85,0.53,0.13,0.38,0.53,8.42,1779864,UTA,24,PG
Alec Burks,2019,1.69,1.69,0.77,0.62,0.08,0.31,0.5,8.39,2683870,SAC,27,SG
Julyan Stone,2013,1.75,0.75,0.5,0.25,0.0,0.5,0.93,8.38,1122146,DEN,24,PG
Tyler Ennis,2015,3.67,1.06,2.21,0.55,0.15,1.27,0.41,8.38,2064111,TOT,20,PG
Udonis Haslem,2017,1.94,2.25,0.38,0.38,0.06,0.5,0.52,8.38,2816865,MIA,36,C
Dejounte Murray,2017,3.42,1.11,1.26,0.21,0.16,1.0,0.5,8.37,1587806,SAS,20,PG
Ryan Hollins,2012,2.8,1.73,0.2,0.07,0.33,0.73,0.57,8.37,1380991,BOS,27,C
Jimmy Butler,2012,2.6,1.33,0.33,0.26,0.12,0.33,0.53,8.36,1417160,CHI,22,SG
Malcolm Miller,2018,2.53,1.0,0.2,0.07,0.13,0.33,0.64,8.34,537872,TOR,24,SF
Tyler Cook,2020,2.0,2.0,0.0,1.0,0.0,1.0,0.69,8.33,796693,DEN,22,SF
Theo Pinson,2020,3.64,1.64,1.7,0.52,0.12,1.0,0.37,8.3,922025,BRK,24,SG
Vincent Poirier,2020,1.86,1.95,0.36,0.09,0.41,0.36,0.52,8.3,3010507,BOS,26,C
Kyle Anderson,2015,2.24,2.18,0.85,0.45,0.21,0.3,0.39,8.29,1419086,SAS,21,SF
Rayjon Tucker,2021,2.43,0.79,0.43,0.14,0.0,0.29,0.64,8.29,240628,PHI,23,PG
Fred VanVleet,2017,2.89,1.14,0.95,0.43,0.08,0.41,0.44,8.29,1587806,TOR,22,PG
Jared Jeffries,2011,1.76,2.76,0.86,0.74,0.4,0.5,0.37,8.28,1613674,TOT,29,PF
Matt Thomas,2021,3.09,0.98,0.42,0.09,0.0,0.31,0.52,8.26,1820401,TOT,26,SG
Sean Kilpatrick,2016,3.38,0.75,0.38,0.25,0.0,0.5,0.55,8.26,1205355,DEN,26,SG
KZ Okpala,2021,2.49,1.84,0.51,0.27,0.3,0.41,0.45,8.24,1944122,MIA,21,PF
Hasheem Thabeet,2012,1.93,2.33,0.0,0.07,0.53,0.53,0.54,8.22,1142901,POR,24,C
Julyan Stone,2012,1.64,1.14,1.68,0.36,0.27,0.5,0.5,8.22,984176,DEN,23,SG
Kyle Singler,2017,2.75,1.5,0.28,0.22,0.16,0.34,0.49,8.21,5644854,OKC,28,SF
Drew Eubanks,2019,1.78,1.48,0.3,0.09,0.22,0.35,0.65,8.2,92045,SAS,21,PF
Chris McCullough,2017,2.5,1.21,0.14,0.07,0.14,0.14,0.54,8.2,1779864,BRK,21,PF
Austin Daye,2014,3.0,1.23,0.36,0.18,0.18,0.23,0.46,8.2,1570860,TOT,25,SF
Brian Roberts,2016,2.86,0.57,0.76,0.14,0.05,0.33,0.55,8.19,1292066,POR,30,PG
Jason Collins,2011,1.96,2.08,0.45,0.18,0.18,0.53,0.54,8.19,1775042,ATL,32,C
Devontae Cacok,2021,1.95,1.6,0.05,0.25,0.2,0.25,0.58,8.18,791913,LAL,24,PF
Landry Fields,2014,2.27,1.97,0.67,0.33,0.1,0.37,0.44,8.16,10567306,TOR,25,SF
E'Twaun Moore,2015,2.66,0.82,0.59,0.36,0.11,0.25,0.5,8.14,1260823,CHI,25,SG
Mfiondu Kabengele,2021,2.44,1.54,0.44,0.21,0.33,0.38,0.49,8.12,20924,TOT,23,PF
Erick Green,2015,3.4,0.72,0.91,0.28,0.0,0.33,0.44,8.12,247611,DEN,23,PG
Chuck Hayes,2015,1.72,1.76,0.69,0.34,0.14,0.28,0.49,8.07,87598,TOR,31,C
Aaron Gray,2014,1.82,3.12,0.58,0.3,0.24,0.82,0.46,8.05,1526646,SAC,29,C
Chris Douglas-Roberts,2013,2.83,0.83,0.67,0.33,0.0,0.17,0.46,8.01,679267,DAL,26,SG
Tre Jones,2021,2.54,0.57,1.05,0.22,0.0,0.35,0.54,8.0,1655506,SAS,21,PG
Daniel Hamilton,2018,2.0,0.83,1.33,0.17,0.0,0.33,0.55,8.0,1586724,OKC,22,SG
Kyle Guy,2021,2.81,1.13,1.03,0.19,0.0,0.35,0.45,8.0,417785,SAC,23,PG
Quincy Miller,2015,2.9,2.0,0.8,0.7,0.5,0.5,0.34,7.99,62083,TOT,22,PF
Tyler Cook,2020,1.77,1.08,0.08,0.23,0.0,0.23,0.74,7.98,796693,TOT,22,PF
Dominique Jones,2012,2.67,1.33,1.27,0.3,0.15,0.85,0.49,7.95,1648344,DAL,23,SG
Wenyen Gabriel,2020,2.1,1.73,0.27,0.37,0.23,0.53,0.55,7.94,1862670,TOT,22,PF
Jerome Robinson,2020,2.9,1.43,1.1,0.31,0.19,0.62,0.42,7.93,4295892,LAC,22,SG
Tyler Cook,2020,1.73,0.91,0.09,0.09,0.0,0.09,0.75,7.93,796693,CLE,22,PF
Miles Plumlee,2017,2.56,1.66,0.56,0.34,0.28,0.69,0.49,7.93,14999719,MIL,28,C
Steve Novak,2015,2.18,0.73,0.27,0.0,0.05,0.14,0.67,7.91,4666237,UTA,31,SF
Reggie Jackson,2012,3.11,1.18,1.58,0.56,0.02,0.8,0.41,7.9,1605113,OKC,21,PG
Joel Anthony,2013,1.4,1.85,0.21,0.21,0.68,0.35,0.54,7.9,4822109,MIA,30,C
Chris Andersen,2016,1.86,1.29,0.43,0.14,0.43,0.29,0.55,7.9,1907631,MIA,37,C
Davon Reed,2018,3.0,1.86,0.62,0.48,0.1,0.48,0.39,7.9,884561,PHO,22,SG
Bruno Caboclo,2018,2.6,2.1,0.3,0.2,0.4,0.4,0.41,7.89,829425,SAC,22,SF
Mike Miller,2015,2.1,1.75,0.88,0.27,0.08,0.44,0.47,7.89,5406413,CLE,34,SF
Gary Payton II,2018,2.5,1.42,0.75,0.25,0.08,0.25,0.44,7.87,100487,MIL,25,PG
Joel Bolomboy,2017,1.83,1.42,0.17,0.08,0.17,0.17,0.59,7.87,856677,UTA,23,PF
Renaldo Balkman,2011,2.0,0.88,0.25,0.5,0.25,0.13,0.54,7.86,2198815,TOT,26,SF
Norvel Pelle,2021,1.54,1.46,0.15,0.08,0.69,0.23,0.57,7.85,209242,TOT,27,C
Victor Claver,2014,2.24,1.86,0.57,0.14,0.14,0.52,0.5,7.84,1703201,POR,25,SF
Drew Gooden,2013,3.25,1.94,0.38,0.31,0.38,0.56,0.38,7.83,8999094,MIL,31,C
Wade Baldwin,2017,3.21,1.39,1.85,0.55,0.21,1.18,0.4,7.83,2726915,MEM,20,PG
Thanasis Antetokounmpo,2020,2.75,1.2,0.75,0.35,0.1,0.6,0.5,7.83,1955805,MIL,27,SF
Miye Oni,2021,1.94,1.56,0.52,0.2,0.15,0.3,0.52,7.81,1031989,UTA,23,SG
Jon Leuer,2013,1.79,1.26,0.16,0.21,0.0,0.16,0.63,7.8,1142078,MEM,23,PF
Dakari Johnson,2018,1.77,1.1,0.26,0.19,0.26,0.1,0.58,7.79,540219,OKC,22,C
Luke Harangody,2011,2.25,1.96,0.36,0.14,0.25,0.18,0.42,7.79,1000552,BOS,23,PF
Treveon Graham,2017,2.11,0.81,0.22,0.22,0.04,0.11,0.61,7.79,1587806,CHO,23,SG
Elliot Williams,2015,2.85,0.62,0.92,0.31,0.0,0.31,0.48,7.78,71676,TOT,25,SG
Devon Dotson,2021,2.09,0.45,0.64,0.36,0.0,0.0,0.55,7.77,260970,CHI,21,PG
Justin Anderson,2020,2.8,2.1,0.8,0.0,0.6,0.4,0.35,7.75,143674,BRK,26,SG
Aaron Gray,2014,1.76,3.0,0.59,0.27,0.22,0.84,0.47,7.75,1526646,TOT,29,C
Lorenzo Brown,2018,2.29,1.07,0.93,0.36,0.0,0.21,0.46,7.73,940710,TOR,27,PG
James Young,2017,2.34,0.9,0.14,0.34,0.07,0.14,0.55,7.72,93445,BOS,21,SG
Ronnie Price,2014,2.39,1.39,2.13,0.81,0.06,0.84,0.38,7.72,1637073,ORL,30,SG
Phil Pressey,2016,2.44,0.89,3.22,0.78,0.33,1.56,0.42,7.69,43029,PHO,24,PG
Steve Novak,2016,2.43,0.57,0.0,0.0,0.0,0.14,0.71,7.69,1907631,OKC,32,PF
Henry Ellenson,2017,3.16,2.16,0.37,0.05,0.05,0.74,0.44,7.67,2154153,DET,20,PF
Georgios Papagiannis,2018,2.12,2.18,0.53,0.24,0.35,0.47,0.43,7.66,2822697,TOT,20,C
Juwan Morgan,2020,1.71,1.38,0.29,0.05,0.1,0.29,0.65,7.66,1744762,UTA,22,PF
Malcolm Thomas,2013,1.71,1.57,0.29,0.29,0.14,0.29,0.56,7.65,891116,CHI,24,PF
Matt Thomas,2021,2.73,0.81,0.35,0.08,0.0,0.23,0.55,7.64,1820401,TOR,26,SG
Darius Morris,2014,3.0,1.6,1.6,0.6,0.0,1.2,0.43,7.62,998484,MEM,23,PG
Jabari Parker,2021,2.67,2.0,0.33,0.0,0.33,1.0,0.57,7.62,1274129,SAC,25,PF
Donald Sloan,2012,4.0,1.0,2.67,0.67,0.0,1.67,0.38,7.61,387881,NOH,24,PG
Will Barton,2015,3.0,1.13,0.9,0.47,0.13,0.57,0.42,7.6,4387253,POR,24,SG
Alex Len,2021,2.29,1.57,0.43,0.14,0.86,1.14,0.63,7.59,4070110,TOR,27,C
Joakim Noah,2018,1.71,2.0,0.57,0.29,0.29,0.57,0.51,7.58,23824881,NYK,32,C
Rashad Vaughn,2016,3.1,1.26,0.56,0.41,0.23,0.4,0.4,7.57,2226518,MIL,19,SG
Dwight Buycks,2014,3.07,1.64,0.71,0.57,0.0,0.71,0.41,7.57,59709,TOR,24,PG
Ronnie Price,2013,2.69,1.13,1.87,0.67,0.08,0.87,0.4,7.55,1606494,POR,29,PG
Marquis Teague,2014,2.95,1.0,1.43,0.38,0.05,1.05,0.51,7.51,1393541,BRK,20,SG
Edmond Sumner,2019,2.87,1.04,0.43,0.52,0.22,0.43,0.44,7.47,2313637,IND,23,PG
Brian Cardinal,2010,1.66,1.0,0.83,0.31,0.1,0.24,0.55,7.46,1838213,MIN,32,PF
John Jenkins,2014,3.08,1.69,0.85,0.08,0.08,0.85,0.46,7.45,1632238,ATL,22,SG
Jared Dudley,2020,1.51,1.16,0.62,0.33,0.07,0.18,0.56,7.45,2947918,LAL,34,PF
Luke Walton,2010,2.38,1.31,1.38,0.34,0.03,0.41,0.4,7.44,7150670,LAL,29,SF
E'Twaun Moore,2012,2.89,0.87,0.89,0.29,0.08,0.55,0.47,7.43,984176,BOS,22,PG
Terrence Williams,2011,3.55,1.36,0.64,0.36,0.0,0.73,0.42,7.42,3109898,HOU,23,SG
Joey Dorsey,2010,1.53,2.87,0.13,0.2,0.13,0.4,0.45,7.4,1161493,TOT,26,PF
Lamar Patterson,2016,2.4,1.43,1.11,0.26,0.06,0.66,0.47,7.39,298702,ATL,24,SG
DaJuan Summers,2010,3.05,1.02,0.36,0.18,0.16,0.36,0.46,7.39,1036160,DET,22,SF
Martell Webster,2015,3.31,1.44,0.53,0.22,0.03,0.69,0.44,7.39,7094313,WAS,28,SF
Ronnie Price,2011,3.34,1.03,0.95,0.71,0.08,0.93,0.43,7.38,1403971,UTA,27,SG
Adreian Payne,2016,2.54,2.13,0.56,0.31,0.21,0.69,0.42,7.37,2486170,MIN,24,PF
Georgios Papagiannis,2018,2.13,2.25,0.56,0.13,0.38,0.5,0.41,7.36,2822697,SAC,20,C
Reggie Williams,2014,3.67,0.0,0.33,0.33,0.0,0.67,0.61,7.33,606569,OKC,27,SF
Royal Ivey,2010,2.11,0.77,0.61,0.43,0.05,0.25,0.53,7.33,1631331,TOT,28,SG
Abdel Nader,2018,3.04,1.48,0.54,0.31,0.21,0.71,0.44,7.32,1620659,BOS,24,SF
Justin James,2020,2.47,0.89,0.5,0.17,0.25,0.22,0.48,7.32,1744762,SAC,23,SF
Ray McCallum,2016,2.19,1.0,1.06,0.16,0.13,0.35,0.48,7.31,146906,SAS,24,PG
JaVale McGee,2015,3.0,2.17,0.33,0.0,0.17,0.83,0.46,7.29,16478233,PHI,27,C
Tyler Ennis,2015,2.75,0.88,1.75,0.0,0.25,1.0,0.5,7.29,2064111,PHO,20,PG
Deyonta Davis,2017,1.61,1.67,0.06,0.08,0.47,0.22,0.53,7.28,1587806,MEM,20,C
Marcus Thornton,2015,3.56,1.44,0.22,0.67,0.0,0.56,0.38,7.25,1784152,PHO,27,SG
Gerald Henderson,2010,2.63,1.28,0.3,0.23,0.21,0.33,0.45,7.25,2860050,CHA,22,SG
Marcus Camby,2013,1.75,3.33,0.58,0.29,0.58,0.63,0.34,7.24,4293927,NYK,38,PF
Chris McCullough,2017,2.25,1.19,0.13,0.13,0.13,0.19,0.53,7.24,1779864,TOT,21,PF
Justin Robinson,2021,2.33,0.78,1.0,0.33,0.0,0.22,0.45,7.24,290047,OKC,23,PG
Carrick Felix,2014,2.71,0.86,0.57,0.0,0.0,0.57,0.6,7.23,1015060,CLE,23,SG
Luke Kornet,2021,2.0,1.15,0.31,0.15,0.54,0.08,0.45,7.23,885961,CHI,25,PF
Kostas Antetokounmpo,2020,1.4,0.6,0.4,0.0,0.0,0.2,0.9,7.22,516211,LAL,22,PF
Gary Harris,2015,3.42,1.16,0.53,0.71,0.13,0.69,0.4,7.22,1971135,DEN,20,SG
Hilton Armstrong,2010,2.15,2.45,0.64,0.45,0.36,0.67,0.38,7.21,1349491,TOT,25,PF
Shane Larkin,2014,2.75,0.88,1.48,0.54,0.02,0.81,0.45,7.21,1996698,DAL,21,PG
Tony Mitchell,2014,2.0,0.33,0.33,0.33,0.0,0.0,0.6,7.2,1015060,MIL,24,SF
Mike Scott,2017,2.5,2.06,0.94,0.22,0.17,0.44,0.36,7.2,2067950,ATL,28,PF
John Jenkins,2016,3.29,1.05,0.43,0.14,0.0,0.52,0.47,7.2,1292066,DAL,24,SG
Quincy Miller,2015,3.0,2.0,1.25,0.25,0.5,0.5,0.3,7.2,62083,DET,22,PF
Sam Young,2012,2.86,1.5,0.43,0.43,0.29,0.5,0.4,7.18,983044,PHI,26,SF
Jeremy Lamb,2013,3.09,0.78,0.22,0.09,0.09,0.26,0.48,7.16,2679011,OKC,20,SF
Shaquille Harrison,2021,2.15,1.41,0.74,0.5,0.15,0.32,0.42,7.15,336441,TOT,27,SG
Andrew Nicholson,2017,2.63,1.61,0.26,0.42,0.16,0.45,0.43,7.14,3440777,TOT,27,PF
Doron Lamb,2013,3.28,0.98,0.68,0.28,0.0,0.55,0.43,7.11,1001059,TOT,21,SG
Alex Len,2014,2.05,2.36,0.1,0.1,0.43,0.62,0.47,7.11,4537626,PHO,20,C
Ian Clark,2014,2.96,0.83,0.65,0.35,0.09,0.61,0.49,7.09,1015058,UTA,22,SG
Devyn Marble,2015,2.31,1.94,1.06,0.56,0.13,0.56,0.36,7.07,1049289,ORL,22,SG
Beno Udrih,2014,2.7,0.2,0.6,0.1,0.1,0.5,0.65,7.06,2582152,MEM,31,SG
Reggie Bullock,2014,2.67,1.26,0.28,0.21,0.02,0.3,0.46,7.06,1492750,LAC,22,SF
Darrun Hilliard,2017,3.26,0.85,0.85,0.28,0.05,0.72,0.46,7.06,93445,DET,23,SG
Stanley Johnson,2020,2.4,1.48,0.8,0.24,0.16,0.6,0.45,7.05,4372477,TOR,23,PF
Chasson Randle,2020,1.67,0.67,1.67,0.67,0.0,0.0,0.38,7.03,321747,GSW,26,PG
Steve Novak,2016,2.4,0.5,0.0,0.0,0.0,0.1,0.65,7.03,1907631,TOT,32,PF
Joel Anthony,2016,0.95,1.11,0.05,0.11,0.63,0.11,0.67,7.01,816097,DET,33,C
DeSagana Diop,2010,1.19,2.41,0.19,0.19,0.52,0.44,0.49,6.98,8807287,CHA,28,C
Josh Powell,2010,2.68,1.84,0.56,0.14,0.1,0.52,0.41,6.95,1454072,LAL,27,PF
Chris Quinn,2010,2.24,0.64,1.16,0.36,0.04,0.4,0.48,6.95,1171809,NJN,26,PG
Darrell Arthur,2018,2.84,0.79,0.47,0.42,0.16,0.79,0.56,6.94,8777905,DEN,29,PF
Tremont Waters,2020,3.64,1.09,1.45,0.91,0.18,1.36,0.38,6.92,818689,BOS,22,PG
Udonis Haslem,2019,2.5,2.7,0.2,0.0,0.0,0.3,0.36,6.9,2966954,MIA,38,C
Romeo Langford,2020,2.47,1.28,0.41,0.25,0.25,0.34,0.43,6.89,4173689,BOS,20,SG
