PlayerName,SeasonStartYear,PPG,REB,AST,STL,BLK,TOV,TS%,PerformanceMetric,InflationAdjSalary,Team,Age,position
Chuck Hayes,2011,7.86,8.09,2.73,1.07,0.66,1.16,0.55,40.08,6891808,HOU,27,C
Taj Gibson,2017,11.62,6.95,1.09,0.49,0.91,1.4,0.55,40.06,16935167,CHI,31,PF
Reggie Jackson,2020,14.93,2.93,5.14,0.57,0.07,1.64,0.49,40.04,2679925,DET,29,PG
Shaquille O'Neal,2010,12.0,6.7,1.51,0.28,1.17,1.98,0.57,40.03,1838213,CLE,37,C
Elton Brand,2010,13.11,6.07,1.43,1.08,1.05,1.72,0.52,40.0,21695485,PHI,30,PF
Henry Walker,2010,11.89,3.07,1.37,0.85,0.11,0.96,0.65,40.0,1161493,NYK,22,SG
Robert Covington,2016,12.81,6.25,1.45,1.57,0.6,2.13,0.54,39.98,1248711,PHI,25,SF
Wilson Chandler,2013,13.02,5.07,1.35,1.05,0.28,1.4,0.56,39.96,8050592,DEN,25,PF
Nicolas Batum,2018,11.56,4.78,5.45,1.02,0.36,2.05,0.52,39.93,28221327,CHO,29,SG
David West,2015,11.65,6.8,3.38,0.73,0.73,1.82,0.51,39.93,1861504,IND,34,PF
Daniel Theis,2021,9.45,5.24,1.6,0.6,1.02,0.98,0.63,39.9,9030530,BOS,28,C
D'Angelo Russell,2018,15.48,3.94,5.19,0.75,0.35,3.06,0.51,39.88,8254383,BRK,21,PG
Julius Randle,2016,11.35,10.23,1.78,0.65,0.36,1.84,0.48,39.87,4016644,LAL,21,PF
Mike Dunleavy,2012,12.31,3.71,2.13,0.51,0.15,1.05,0.6,39.86,4842147,MIL,31,SF
James Johnson,2018,10.79,4.9,3.84,0.96,0.7,1.93,0.57,39.85,16957137,MIA,30,PF
Tyson Chandler,2018,6.52,9.09,1.15,0.35,0.59,1.28,0.66,39.83,15974446,PHO,35,C
Kris Dunn,2018,13.44,4.25,5.96,2.0,0.52,2.88,0.49,39.83,4963425,CHI,23,PG
Andrea Bargnani,2015,14.83,4.38,1.59,0.07,0.93,1.45,0.53,39.82,1692276,NYK,29,C
Mason Plumlee,2016,9.13,7.66,2.76,0.83,1.04,1.88,0.56,39.81,2862728,POR,25,C
Boris Diaw,2011,11.27,5.05,4.11,0.9,0.56,2.02,0.56,39.81,11814528,CHA,28,PF
Aaron Gordon,2017,12.74,5.06,1.88,0.81,0.5,1.11,0.53,39.81,6658447,ORL,21,SF
Marquese Chriss,2020,9.29,6.19,1.93,0.66,1.05,1.32,0.6,39.8,2096502,GSW,22,PF
Montrezl Harrell,2018,11.0,4.03,0.97,0.47,0.68,0.89,0.65,39.8,7055331,LAC,24,C
Cameron Payne,2020,10.88,3.88,3.0,1.0,0.25,1.38,0.61,39.78,2272369,PHO,25,SG
Eric Gordon,2014,15.44,2.58,3.25,1.16,0.19,2.09,0.54,39.78,18522546,NOP,25,SG
Deron Williams,2015,13.0,3.49,6.59,0.94,0.25,2.26,0.5,39.78,13476850,BRK,30,PG
Draymond Green,2019,7.36,7.29,6.88,1.44,1.06,2.56,0.53,39.78,21446411,GSW,28,PF
Wilson Chandler,2014,13.65,4.74,1.84,0.74,0.5,1.27,0.53,39.77,8397792,DEN,26,SF
Dejounte Murray,2020,10.91,5.8,4.11,1.68,0.26,1.89,0.52,39.75,16420280,SAS,23,PG
DeMarcus Cousins,2011,14.11,8.63,2.52,1.05,0.84,3.31,0.48,39.74,4762200,SAC,20,C
Isaiah Thomas,2013,13.92,2.04,4.0,0.85,0.04,1.77,0.57,39.73,1122146,SAC,23,PG
Aron Baynes,2020,11.45,5.64,1.6,0.24,0.55,1.19,0.58,39.72,8045776,PHO,33,C
Alex Len,2018,8.51,7.51,1.19,0.39,0.88,1.13,0.61,39.69,5115115,PHO,24,C
Brandon Bass,2012,12.51,6.19,0.93,0.58,0.92,1.1,0.52,39.67,8393055,BOS,26,PF
Nerlens Noel,2017,8.55,6.82,0.91,1.0,1.09,1.0,0.61,39.66,5065549,DAL,22,C
Raymond Felton,2010,12.1,3.6,5.58,1.54,0.28,2.1,0.52,39.65,10195822,CHA,25,PG
Daniel Theis,2021,9.65,5.48,1.66,0.63,0.88,1.02,0.61,39.64,9030530,TOT,28,C
Jeff Teague,2012,12.59,2.41,4.86,1.61,0.56,2.03,0.55,39.64,3141683,ATL,23,PG
Jason Terry,2012,15.08,2.37,3.59,1.16,0.17,2.02,0.54,39.64,6456196,DAL,34,SG
Dillon Brooks,2020,16.18,3.33,2.05,0.86,0.37,1.7,0.51,39.59,13103121,MEM,24,SG
Justise Winslow,2019,12.58,5.38,4.27,1.09,0.29,2.15,0.51,39.59,15038642,MIA,22,SF
Grant Hill,2010,11.26,5.49,2.38,0.74,0.44,1.33,0.56,39.59,4518788,PHO,37,SF
Seth Curry,2020,12.39,2.27,1.94,0.59,0.14,0.97,0.64,39.58,9004889,DAL,29,SG
Trevor Booker,2017,9.99,8.04,1.94,1.06,0.39,1.79,0.55,39.58,11577771,BRK,29,PF
Andrew Bogut,2012,11.33,8.33,2.58,1.0,2.0,2.0,0.47,39.56,16979796,MIL,27,C
Kentavious Caldwell-Pope,2016,14.54,3.71,1.82,1.45,0.22,1.38,0.52,39.55,4522178,DET,22,SG
Brook Lopez,2018,12.99,3.97,1.7,0.41,1.32,1.32,0.56,39.54,3976855,LAL,29,C
Landry Fields,2011,9.72,6.35,1.89,0.98,0.21,1.3,0.6,39.54,1000552,NYK,22,SG
Jordan Hill,2014,9.67,7.43,0.75,0.4,0.89,1.04,0.58,39.53,11188912,LAL,26,PF
Jameer Nelson,2011,13.12,2.97,6.0,0.99,0.04,2.55,0.55,39.5,10239258,ORL,28,PG
Jeff Green,2021,11.03,3.87,1.59,0.53,0.4,0.79,0.62,39.5,4907689,BRK,34,PF
Marcus Morris,2017,13.99,4.63,2.03,0.66,0.32,1.1,0.51,39.43,6048274,DET,27,SF
Michael Carter-Williams,2015,14.12,3.96,5.6,2.04,0.48,3.16,0.5,39.43,2978829,MIL,23,PG
Dwight Powell,2018,8.49,5.62,1.15,0.85,0.41,0.75,0.66,39.43,11325277,DAL,26,C
Wesley Matthews,2012,13.7,3.39,1.71,1.45,0.23,1.11,0.54,39.41,8399924,POR,25,SG
Saddiq Bey,2021,12.24,4.54,1.36,0.74,0.2,0.86,0.57,39.4,3080196,DET,21,SF
Naz Reid,2021,11.2,4.6,1.03,0.49,1.09,0.99,0.6,39.39,1944122,MIN,21,C
Kevin Huerter,2020,12.21,4.07,3.8,0.91,0.48,1.55,0.54,39.39,3174541,ATL,21,SG
Ty Lawson,2011,11.66,2.61,4.71,1.0,0.05,1.71,0.59,39.39,2171825,DEN,23,PG
Seth Curry,2021,12.47,2.39,2.72,0.77,0.14,1.14,0.61,39.34,8951099,PHI,30,SG
Jordan Crawford,2017,14.05,1.79,3.0,0.58,0.11,1.32,0.58,39.32,2067950,NOP,28,SG
Elfrid Payton,2019,10.62,5.24,7.62,1.05,0.4,2.67,0.5,39.32,9254549,NOP,24,PG
Daniel Theis,2021,10.0,5.91,1.78,0.7,0.61,1.09,0.58,39.31,9030530,CHI,28,C
Caris LeVert,2019,13.68,3.77,3.9,1.05,0.35,1.73,0.51,39.31,3037478,BRK,24,SF
Michael Beasley,2018,13.19,5.59,1.66,0.49,0.58,1.93,0.56,39.28,4115610,NYK,29,PF
Anthony Randolph,2010,11.64,6.52,1.27,0.85,1.55,1.48,0.52,39.25,2672284,GSW,20,C
Jamal Crawford,2015,15.78,1.94,2.47,0.92,0.22,1.44,0.53,39.24,7046509,LAC,34,SG
Richaun Holmes,2017,9.81,5.46,1.02,0.74,0.96,0.96,0.61,39.24,1779864,PHI,23,C
Glenn Robinson III,2020,11.73,4.35,1.55,0.87,0.26,0.89,0.58,39.21,1339417,TOT,26,SF
JaMychal Green,2018,10.35,8.44,1.44,0.58,0.45,1.38,0.53,39.2,9485502,MEM,27,PF
Wesley Matthews,2017,13.51,3.55,2.88,1.05,0.21,1.4,0.53,39.19,21633678,DAL,30,SG
Danny Green,2019,10.26,3.96,1.57,0.91,0.66,0.94,0.63,39.19,16929054,TOR,31,SG
Brandan Wright,2014,9.05,4.21,0.53,0.55,0.95,0.6,0.7,39.17,6216062,DAL,26,C
Josh Howard,2010,14.5,3.25,1.0,0.75,0.5,0.75,0.53,39.16,4078329,WAS,29,SF
Marcus Thornton,2010,14.48,2.89,1.56,0.79,0.15,1.04,0.55,39.15,1036160,NOH,22,SG
Evan Turner,2013,13.34,6.3,4.32,0.87,0.21,2.28,0.48,39.14,8476590,PHI,24,SF
Baron Davis,2011,13.1,2.69,6.74,1.34,0.48,2.52,0.51,39.14,20021924,TOT,31,PG
Cedi Osman,2019,13.04,4.7,2.57,0.79,0.14,1.5,0.54,39.13,3363037,CLE,23,SF
John Henson,2018,8.75,6.75,1.5,0.59,1.43,1.11,0.58,39.13,12437922,MIL,27,C
Raja Bell,2010,11.83,3.83,2.17,0.67,0.33,0.83,0.57,39.12,4078329,TOT,33,SG
Kevin Martin,2013,13.99,2.31,1.38,0.94,0.1,1.31,0.61,39.11,8248344,OKC,29,SG
Nerlens Noel,2017,8.73,5.76,0.98,1.27,0.98,1.0,0.62,39.11,5065549,TOT,22,C
Robert Covington,2015,13.47,4.51,1.5,1.39,0.44,1.83,0.55,39.11,1241675,PHI,24,SF
Alec Burks,2020,12.22,3.11,2.11,0.67,0.0,0.83,0.59,39.1,6896379,PHI,28,SG
Greg Monroe,2018,10.19,6.35,2.27,1.08,0.65,1.85,0.58,39.1,2834086,BOS,27,C
Vince Carter,2011,14.0,3.77,2.0,0.92,0.27,1.23,0.53,39.09,27961050,TOT,34,SG
Harrison Barnes,2016,11.73,4.92,1.77,0.62,0.15,0.86,0.56,39.08,27190650,GSW,23,SF
Ivica Zubac,2019,9.38,7.69,1.46,0.38,0.92,1.42,0.57,39.06,7497899,LAC,21,C
Tony Bradley,2021,8.68,6.14,0.91,0.41,0.77,1.23,0.68,39.06,1951358,OKC,23,C
Reggie Jackson,2018,14.58,2.78,5.29,0.6,0.09,2.2,0.52,39.06,20041231,DET,27,PG
Ryan Anderson,2011,10.64,5.55,0.81,0.47,0.59,0.77,0.59,39.06,2946544,ORL,22,PF
Michael Carter-Williams,2015,14.64,5.35,6.7,1.68,0.45,3.83,0.46,39.03,2978829,TOT,23,PG
Robin Lopez,2013,11.33,5.63,0.78,0.39,1.56,1.34,0.57,39.02,6496854,NOH,24,C
Gerald Henderson,2012,15.09,4.09,2.29,0.89,0.36,1.82,0.51,38.99,4004553,CHA,24,SG
Buddy Hield,2018,13.49,3.84,1.94,1.06,0.28,1.55,0.56,38.99,4508074,SAC,25,SG
Raymond Felton,2013,13.94,2.85,5.47,1.38,0.21,2.28,0.51,38.99,5304320,NYK,28,PG
Michael Kidd-Gilchrist,2015,10.87,7.56,1.4,0.55,0.69,1.15,0.52,38.99,7861549,CHO,21,SF
Josh Hart,2020,10.09,6.54,1.66,0.97,0.35,1.15,0.56,38.98,4012726,NOP,24,SF
Timofey Mozgov,2015,9.69,7.3,0.68,0.41,1.2,1.43,0.59,38.97,6146294,TOT,28,C
Spencer Hawes,2013,11.04,7.2,2.23,0.29,1.38,1.6,0.51,38.95,8248344,PHI,24,C
Raymond Felton,2011,11.48,3.57,6.52,1.33,0.0,2.14,0.52,38.95,9924203,DEN,26,SG
Robert Covington,2021,8.47,6.66,1.67,1.44,1.2,0.91,0.55,38.95,14151017,POR,30,PF
Taurean Prince,2019,13.49,3.62,2.15,0.96,0.35,1.82,0.58,38.94,4028025,ATL,24,SF
Miles Bridges,2020,12.97,5.57,1.75,0.62,0.74,1.46,0.52,38.94,4522094,CHO,21,SF
Blake Griffin,2021,10.0,4.65,2.42,0.69,0.5,1.15,0.61,38.93,35341704,BRK,31,PF
Michael Carter-Williams,2015,14.95,6.2,7.37,1.46,0.44,4.24,0.44,38.9,2978829,PHI,23,PG
Ramon Sessions,2013,14.36,2.77,3.77,0.79,0.11,1.7,0.53,38.89,6344880,CHA,26,SG
Shabazz Muhammad,2015,13.47,4.05,1.16,0.47,0.18,0.92,0.56,38.89,2554027,MIN,22,SG
Jerami Grant,2020,11.99,3.49,1.24,0.7,0.8,0.89,0.59,38.87,21896005,DEN,25,PF
Zaza Pachulia,2016,8.55,9.45,1.68,0.84,0.29,1.57,0.55,38.87,3562842,DAL,31,C
James Harden,2011,12.17,3.11,2.15,1.12,0.29,1.29,0.6,38.86,6044785,OKC,21,SG
Emmanuel Mudiay,2019,14.8,3.32,3.86,0.73,0.32,2.37,0.53,38.85,2009561,NYK,22,PG
Darren Collison,2013,12.0,2.7,5.12,1.23,0.1,2.14,0.58,38.85,2411054,DAL,25,PG
Ed Davis,2013,9.73,6.67,1.22,0.56,0.84,1.0,0.57,38.84,4002173,TOR,23,C
Deron Williams,2017,13.05,2.55,6.85,0.63,0.05,2.45,0.53,38.83,6622602,DAL,32,PG
Nemanja Bjelica,2019,9.62,5.77,1.91,0.7,0.73,1.06,0.58,38.83,7895287,SAC,30,PF
Caron Butler,2011,15.03,4.07,1.59,0.97,0.28,1.69,0.52,38.82,10501803,DAL,30,SF
Collin Sexton,2019,16.72,2.88,2.96,0.54,0.07,2.26,0.52,38.81,5512194,CLE,20,PG
Jordan Hill,2015,12.01,7.94,1.47,0.49,0.74,1.51,0.49,38.8,4966702,LAL,27,C
Kevin Huerter,2021,11.91,3.35,3.49,1.19,0.26,1.14,0.54,38.79,4638700,ATL,22,SG
Zach Randolph,2012,11.57,8.04,1.71,0.75,0.14,1.43,0.5,38.75,21305447,MEM,30,PF
Monta Ellis,2016,13.84,3.35,4.73,1.85,0.46,2.51,0.5,38.74,13232801,IND,30,SG
Nicolas Batum,2010,10.14,3.81,1.19,0.65,0.68,0.73,0.65,38.73,1626927,POR,21,SF
Jabari Parker,2018,12.61,4.87,1.9,0.81,0.32,1.45,0.55,38.72,23517772,MIL,22,PF
Mike Dunleavy,2011,11.18,4.52,1.72,0.66,0.49,1.13,0.59,38.69,4922720,IND,30,SG
Ricky Rubio,2019,12.71,3.57,6.12,1.34,0.15,2.65,0.52,38.68,18740462,UTA,28,PG
Kentavious Caldwell-Pope,2017,13.78,3.26,2.54,1.17,0.16,1.13,0.52,38.68,21466406,DET,23,SG
Randy Foye,2014,13.19,2.86,3.54,0.83,0.48,1.79,0.56,38.68,3729637,DEN,30,SG
DeMar DeRozan,2012,16.73,3.35,2.03,0.76,0.27,1.95,0.5,38.67,4318226,TOR,22,SG
Donte DiVincenzo,2021,10.42,5.76,3.08,1.09,0.23,1.38,0.54,38.66,5099448,MIL,24,SG
JaVale McGee,2012,10.25,5.75,0.3,0.5,1.55,0.95,0.59,38.66,12912392,DEN,24,C
Boris Diaw,2010,11.28,5.17,3.96,0.73,0.7,2.17,0.55,38.65,12234987,CHA,27,PF
Nerlens Noel,2017,8.86,4.97,1.03,1.48,0.9,1.0,0.63,38.64,5065549,PHI,22,C
Andre Drummond,2013,7.93,7.62,0.5,0.98,1.58,0.95,0.58,38.63,3124726,DET,19,C
Drew Gooden,2010,10.9,7.74,0.67,0.59,0.83,1.54,0.55,38.62,7830391,TOT,28,C
Isaiah Hartenstein,2021,8.25,6.0,2.5,0.5,1.19,1.44,0.62,38.61,1885879,CLE,22,C
DeAndre Jordan,2013,8.83,7.24,0.34,0.59,1.37,1.22,0.61,38.59,13941669,LAC,24,C
E'Twaun Moore,2018,12.46,2.9,2.28,0.96,0.15,1.24,0.59,38.58,10358032,NOP,28,SG
Nerlens Noel,2015,9.92,8.15,1.71,1.77,1.89,1.95,0.49,38.56,4293466,PHI,20,C
Carmelo Anthony,2019,13.4,5.4,0.5,0.4,0.7,0.8,0.51,38.56,2497605,HOU,34,PF
Rodney Hood,2018,14.7,2.75,1.58,0.75,0.2,1.17,0.55,38.54,4083728,TOT,25,SG
Tyler Zeller,2015,10.16,5.67,1.38,0.22,0.63,0.93,0.59,38.53,3249434,BOS,25,C
Baron Davis,2011,12.84,2.79,6.95,1.44,0.51,2.49,0.49,38.51,20021924,LAC,31,PG
Luke Ridnour,2011,11.83,2.8,5.41,1.25,0.14,2.23,0.57,38.5,4830829,MIN,29,PG
Kent Bazemore,2018,12.86,3.82,3.51,1.54,0.69,2.42,0.55,38.46,21271693,ATL,28,SG
Derrick Rose,2016,16.36,3.41,4.71,0.67,0.21,2.65,0.48,38.46,26215113,CHI,27,PG
Justin Holiday,2019,11.58,4.45,2.24,1.76,0.55,1.24,0.53,38.46,5514554,CHI,29,SG
Nerlens Noel,2020,7.36,4.92,0.93,0.97,1.49,1.08,0.71,38.43,5746983,OKC,25,C
Markieff Morris,2016,12.41,5.85,1.37,0.93,0.63,1.67,0.54,38.43,9097666,WAS,26,PF
Tyler Johnson,2020,12.0,3.0,3.0,0.5,0.13,0.63,0.55,38.38,2331659,BRK,27,SG
Michael Beasley,2016,12.75,4.9,0.8,0.55,0.45,1.2,0.56,38.38,1725619,HOU,27,PF
Will Barton,2021,12.7,4.04,3.23,0.89,0.41,1.71,0.54,38.36,17040587,DEN,30,SF
Dorian Finney-Smith,2020,9.55,5.7,1.61,0.63,0.55,0.97,0.6,38.33,4597586,DAL,26,PF
Jordan Clarkson,2018,14.55,3.0,3.26,0.74,0.06,1.79,0.53,38.32,14698607,LAL,25,SG
Lonzo Ball,2018,10.15,6.92,7.23,1.69,0.83,2.62,0.44,38.31,8774433,LAL,20,PG
Tyler Herro,2020,13.51,4.07,2.2,0.62,0.16,1.58,0.55,38.31,4393269,MIA,20,SG
Michael Kidd-Gilchrist,2017,9.17,6.98,1.41,1.0,0.95,0.69,0.53,38.29,15725512,CHO,23,SF
Josh Smith,2015,13.11,7.21,4.71,1.32,1.71,2.57,0.42,38.26,8481782,DET,29,PF
Alec Burks,2019,11.65,5.47,2.88,0.74,0.47,1.35,0.52,38.24,2683870,CLE,27,SG
John Salmons,2011,14.03,3.64,3.45,0.99,0.38,1.88,0.51,38.24,11158165,MIL,31,SG
Andre Iguodala,2014,9.33,4.65,4.17,1.51,0.29,1.59,0.57,38.23,15278514,GSW,30,SF
Brendan Haywood,2010,8.07,7.43,0.89,0.29,2.04,1.14,0.58,38.22,9380156,DAL,30,C
Jeremy Lin,2018,18.0,0.0,4.0,0.0,0.0,3.0,0.6,38.2,14718298,BRK,29,PG
Tony Wroten,2015,16.9,2.87,5.23,1.6,0.27,3.77,0.49,38.2,2913913,PHI,21,PG
Markieff Morris,2018,11.52,5.6,1.95,0.77,0.52,1.74,0.57,38.19,10786771,WAS,28,PF
Ryan Anderson,2015,13.66,4.84,0.9,0.54,0.33,1.02,0.52,38.18,10554243,NOP,26,PF
Roy Hibbert,2010,11.68,5.73,1.95,0.37,1.62,1.79,0.54,38.17,2291042,IND,23,C
Jarrett Jack,2010,11.35,2.71,5.04,0.73,0.07,1.99,0.6,38.17,6253437,TOR,26,PG
Carmelo Anthony,2021,13.39,3.1,1.51,0.67,0.55,0.88,0.55,38.17,2881021,POR,36,PF
Reggie Jackson,2014,13.09,3.91,4.14,1.06,0.11,2.1,0.53,38.16,2891314,OKC,23,PG
Marcus Camby,2012,7.11,9.26,1.68,0.89,1.53,0.53,0.49,38.15,5927224,HOU,37,C
Shawn Marion,2014,10.41,6.54,1.63,1.18,0.49,1.25,0.54,38.12,1800780,DAL,35,SF
Chris Kaman,2011,12.41,7.03,1.44,0.5,1.5,1.81,0.49,38.11,18417537,LAC,28,C
Gerald Henderson,2014,14.04,4.03,2.58,0.66,0.42,1.47,0.51,38.11,7459275,CHA,26,SG
Marco Belinelli,2018,13.57,1.82,1.61,0.71,0.32,1.43,0.63,38.1,7236237,PHI,31,SG
Hamidou Diallo,2021,11.91,5.16,2.41,0.97,0.38,1.53,0.54,38.09,5671107,OKC,22,SG
Delon Wright,2021,10.04,3.89,3.59,1.59,0.41,1.3,0.56,38.09,9298779,SAC,28,PG
Metta World Peace,2013,12.39,4.96,1.49,1.63,0.56,1.31,0.52,38.08,11823405,LAL,33,SF
Ricky Rubio,2014,9.52,4.17,8.59,2.33,0.13,2.7,0.49,38.05,6303940,MIN,23,PG
Joe Ingles,2020,9.82,3.86,5.18,0.9,0.15,1.97,0.59,38.0,11911929,UTA,32,PF
Mason Plumlee,2019,7.77,6.39,2.96,0.8,0.93,1.54,0.6,38.0,16243001,DEN,28,C
Thaddeus Young,2010,13.82,5.22,1.45,1.21,0.22,1.88,0.52,37.99,3944071,PHI,21,PF
Noah Vonleh,2019,8.4,7.76,1.9,0.68,0.75,1.29,0.56,37.94,2313637,NYK,23,PF
Joakim Noah,2015,7.24,9.64,4.66,0.72,1.1,1.84,0.48,37.92,16638454,CHI,29,C
Jameer Nelson,2014,12.06,3.4,7.0,0.76,0.07,2.44,0.51,37.92,5905259,ORL,31,PG
George Hill,2020,9.39,3.0,3.05,0.8,0.08,0.97,0.66,37.92,11023405,MIL,33,PG
Alec Burks,2015,13.85,4.22,3.04,0.63,0.19,1.93,0.52,37.89,11440158,UTA,23,SG
Rashard Lewis,2011,11.38,5.75,1.97,0.94,0.63,1.63,0.54,37.89,27746592,WAS,31,SF
Paul Pierce,2015,11.89,4.03,1.97,0.63,0.33,1.26,0.58,37.88,4191897,WAS,37,SF
Tony Parker,2015,14.35,1.9,4.93,0.65,0.03,2.15,0.54,37.87,16685016,SAS,32,PG
Nick Young,2017,13.18,2.3,0.97,0.62,0.23,0.6,0.59,37.87,6280527,LAL,31,SG
Jaylen Brown,2019,13.03,4.23,1.35,0.93,0.43,1.34,0.55,37.86,7559612,BOS,22,SG
Jared Sullinger,2016,10.3,8.31,2.31,0.93,0.58,1.26,0.48,37.86,6919144,BOS,23,PF
Spencer Hawes,2012,9.59,7.3,2.65,0.43,1.3,1.49,0.52,37.85,8393055,PHI,23,C
Jameer Nelson,2010,12.58,2.98,5.43,0.74,0.03,2.14,0.54,37.8,10603655,ORL,27,PG
George Hill,2010,12.36,2.63,2.9,0.88,0.33,1.29,0.57,37.8,1573093,SAS,23,PG
Bradley Beal,2013,13.93,3.77,2.45,0.89,0.52,1.61,0.52,37.79,5481063,WAS,19,SG
Darius Bazley,2021,13.71,7.2,1.8,0.53,0.45,2.22,0.49,37.79,2740715,OKC,20,PF
Marvin Williams,2019,10.08,5.43,1.23,0.95,0.81,0.63,0.55,37.79,699040,CHO,32,PF
Alex Len,2019,11.09,5.51,1.12,0.35,0.9,1.26,0.57,37.79,4812365,ATL,25,C
Kelly Olynyk,2021,10.05,6.07,2.12,0.93,0.6,1.28,0.55,37.78,13299970,MIA,29,C
Rodney Hood,2020,10.95,3.43,1.52,0.81,0.19,0.9,0.63,37.76,11548505,POR,27,SF
JaMychal Green,2017,8.95,7.06,1.09,0.61,0.44,1.22,0.6,37.76,10322387,MEM,26,PF
DeAndre Jordan,2011,7.08,7.19,0.53,0.51,1.77,1.26,0.65,37.74,13231489,LAC,22,C
Patrick Patterson,2013,11.57,4.7,1.09,0.38,0.57,0.89,0.57,37.74,3940552,HOU,23,PF
Robin Lopez,2015,9.59,6.68,0.93,0.27,1.42,1.24,0.57,37.72,15707197,POR,26,C
Tyler Johnson,2019,11.08,4.0,4.15,1.08,0.46,1.08,0.51,37.71,211830,PHO,26,PG
Gordon Hayward,2012,11.85,3.48,3.14,0.8,0.62,1.65,0.57,37.71,3498896,UTA,21,SF
Nicolas Batum,2019,9.32,5.2,3.29,0.95,0.57,1.56,0.58,37.7,29574319,CHO,30,SF
Danilo Gallinari,2015,12.44,3.69,1.41,0.8,0.34,0.97,0.56,37.7,17383459,DEN,26,SF
Martell Webster,2013,11.43,3.87,1.88,0.64,0.22,1.18,0.6,37.7,6535227,WAS,26,SF
Wesley Matthews,2018,12.73,3.14,2.73,1.21,0.25,1.32,0.54,37.7,22765471,DAL,31,SF
Reggie Jackson,2015,12.82,4.02,4.28,0.84,0.1,1.82,0.51,37.69,17275488,OKC,24,PG
Alec Burks,2014,13.96,3.29,2.72,0.88,0.18,1.91,0.55,37.68,3979981,UTA,22,SG
Kent Bazemore,2016,11.63,5.05,2.28,1.31,0.51,1.84,0.55,37.67,19339102,ATL,26,SF
Richard Jefferson,2010,12.27,4.4,1.95,0.56,0.49,1.3,0.55,37.66,11419321,SAS,29,SF
Andrea Bargnani,2014,13.29,5.29,1.07,0.33,1.24,1.38,0.51,37.66,14918550,NYK,28,C
Blake Griffin,2021,10.98,4.89,3.04,0.7,0.33,1.35,0.55,37.65,35341704,TOT,31,PF
Chris Kaman,2012,13.11,7.74,2.15,0.53,1.64,2.74,0.48,37.65,10329913,NOH,29,C
Blake Griffin,2020,15.5,4.67,3.28,0.39,0.39,2.22,0.48,37.65,38964821,DET,30,PF
Josh Richardson,2020,13.73,3.16,2.95,0.95,0.65,1.89,0.53,37.65,12489288,PHI,26,SG
Emeka Okafor,2012,9.85,7.89,0.89,0.59,0.96,1.37,0.54,37.64,17487575,NOH,29,C
Jeff Green,2015,13.07,4.16,1.8,0.58,0.47,1.16,0.53,37.63,11423416,MEM,28,SF
Terry Rozier,2018,11.25,4.7,2.9,1.0,0.24,1.0,0.52,37.61,3586917,BOS,23,PG
Carl Landry,2013,10.79,5.96,0.8,0.43,0.38,1.42,0.61,37.59,8565588,GSW,29,PF
Zach LaVine,2016,14.02,2.78,3.06,0.84,0.21,1.89,0.55,37.59,2754970,MIN,20,SG
Mason Plumlee,2017,9.07,6.41,2.59,0.7,1.07,1.7,0.57,37.58,16984879,DEN,26,C
Jrue Holiday,2012,13.52,3.26,4.46,1.58,0.28,2.08,0.5,37.57,3453872,PHI,21,PG
Nick Young,2012,16.63,2.42,1.15,0.75,0.28,1.48,0.51,37.5,7747435,WAS,26,SG
Jae Crowder,2019,11.89,4.8,1.66,0.8,0.39,1.06,0.54,37.48,9041154,UTA,28,SF
Nate Robinson,2013,13.1,2.24,4.37,1.04,0.12,1.76,0.54,37.45,2558255,CHI,28,PG
Reggie Bullock,2021,10.91,3.43,1.52,0.8,0.17,0.69,0.61,37.43,10399938,NYK,29,SF
Taj Gibson,2015,10.32,6.39,1.15,0.58,1.21,1.24,0.55,37.42,10554243,CHI,29,PF
Jae Crowder,2021,10.05,4.7,2.12,0.8,0.45,0.92,0.57,37.41,10601590,PHO,30,PF
Dion Waiters,2014,15.9,2.79,2.99,0.9,0.24,2.2,0.51,37.39,5049929,CLE,22,SG
Andre Iguodala,2017,7.55,4.0,3.43,1.0,0.51,0.76,0.62,37.38,17920812,GSW,33,SF
Ricky Rubio,2015,10.27,5.68,8.77,1.73,0.05,2.91,0.45,37.36,15769281,MIN,24,PG
Udonis Haslem,2010,9.88,8.06,0.67,0.38,0.29,0.96,0.54,37.36,4758050,MIA,29,PF
Darren Collison,2011,13.15,2.85,5.1,1.1,0.18,2.46,0.53,37.34,1911275,IND,23,PG
Maxi Kleber,2020,9.08,5.24,1.19,0.34,1.12,0.78,0.61,37.31,9741136,DAL,28,PF
Bruce Brown,2021,8.82,5.37,1.6,0.89,0.43,0.83,0.6,37.31,5165181,BRK,24,PG
Tristan Thompson,2015,8.45,8.01,0.48,0.41,0.74,1.01,0.58,37.31,17706295,CLE,23,PF
Nate Robinson,2010,13.23,2.4,3.73,0.9,0.17,1.77,0.55,37.3,5709660,NYK,25,PG
Harrison Barnes,2015,10.09,5.52,1.41,0.74,0.23,0.87,0.57,37.27,4809504,GSW,22,SF
Cody Zeller,2016,8.74,6.23,0.97,0.78,0.86,0.93,0.59,37.22,6538410,CHO,23,C
Reggie Jackson,2017,14.46,2.19,5.19,0.67,0.1,2.19,0.51,37.21,19354477,DET,26,PG
Jeff Green,2013,12.79,3.93,1.58,0.69,0.84,1.63,0.56,37.21,11040092,BOS,26,PF
Jason Thompson,2013,10.87,6.7,1.02,0.59,0.74,1.23,0.53,37.21,7161783,SAC,26,PF
